STATE,SA2NAME,Mean,Lowest quintile,Second quintile,Third quintile,Fourth quintile,Highest quintile,Median,AusRanking,StateRanking
NSW,Avoca Beach - Copacabana,6851,1503,3628,5847,8348,14922,5844,1372,371
NSW,Box Head - MacMasters Beach,7024,1758,3962,6108,8681,14606,6085,1475,400
NSW,Calga - Kulnura,7798,610,3142,5772,9223,20221,5717,1323,353
NSW,Erina - Green Point,6688,1418,3085,4971,7693,16265,4943,969,238
NSW,Gosford - Springfield,5728,1443,3096,4503,6596,13000,4503,741,158
NSW,Kariong,7269,2650,4614,6346,8508,14229,6341,1554,418
NSW,Kincumber - Picketts Valley,5723,794,2994,4831,7265,12721,4819,904,215
NSW,Narara,7172,2432,4642,6429,8560,13786,6435,1594,423
NSW,Niagara Park - Lisarow,7171,2105,4397,6252,8604,14496,6215,1519,412
NSW,Point Clare - Koolewong,6410,1922,4021,5728,7740,12640,5725,1329,356
NSW,Saratoga - Davistown,7337,2136,4523,6521,8819,14671,6484,1613,430
NSW,Terrigal - North Avoca,6552,1583,3712,5623,7970,13866,5599,1282,344
NSW,Umina - Booker Bay - Patonga,5351,1147,3093,4671,6665,11179,4658,833,193
NSW,Wamberal - Forresters Beach,7482,2103,4600,6504,8923,15270,6483,1611,429
NSW,Woy Woy - Blackwall,5418,1381,3212,4685,6582,11225,4668,840,194
NSW,Wyoming,6907,2169,4304,6141,8279,13637,6139,1500,407
NSW,Bateau Bay - Killarney Vale,6475,1981,3830,5493,7616,13453,5476,1227,325
NSW,Blue Haven - San Remo,6175,2211,4049,5595,7515,11499,5545,1257,336
NSW,Budgewoi - Buff Point - Halekulani,6117,1682,3716,5414,7470,12294,5399,1190,307
NSW,Chittaway Bay - Tumbi Umbi,6767,2260,4292,6019,8091,13170,6018,1443,392
NSW,Gorokan - Kanwal - Charmhaven,6338,1985,3939,5607,7642,12512,5618,1292,347
NSW,Jilliby - Yarramalong,10146,2036,6072,9205,12536,20843,9206,1944,524
NSW,Lake Munmorah - Mannering Park,6150,1590,3537,5404,7666,12544,5375,1175,302
NSW,Ourimbah - Fountaindale,7492,2054,4482,6256,8662,16005,6248,1531,416
NSW,Summerland Point - Gwandalan,6274,1512,3773,5594,7727,12749,5580,1270,342
NSW,The Entrance,4642,845,2376,3748,5566,10673,3743,333,45
NSW,Toukley - Norah Head,5404,1320,3153,4645,6592,11306,4619,807,183
NSW,Tuggerah - Kangy Angy,6317,1741,3695,5306,7241,13585,5277,1134,290
NSW,Warnervale - Wadalba,6346,1940,3867,5466,7522,12928,5455,1215,318
NSW,Wyong,6102,1812,3686,5280,7326,12397,5235,1114,287
NSW,Baulkham Hills (East),7743,2319,4842,7006,9587,14957,6975,1739,468
NSW,Baulkham Hills (West) - Bella Vista,8365,2651,5361,7511,10150,16145,7530,1840,495
NSW,Castle Hill,8696,2340,5043,7592,10632,17871,7595,1850,498
NSW,Cherrybrook,8013,2598,4895,7077,9722,15766,7063,1763,477
NSW,Glenhaven,11828,3431,7213,10506,14557,23432,10476,1958,530
NSW,Kellyville,8548,2342,5422,7678,10433,16859,7633,1857,500
NSW,West Pennant Hills,9912,3267,6280,8892,12070,19044,8846,1938,519
NSW,Dural - Kenthurst - Wisemans Ferry,11821,2060,6248,9760,14214,26800,9706,1948,526
NSW,Galston - Laughtondale,10563,2425,5917,8842,12585,23023,8820,1936,517
NSW,Bilpin - Colo - St Albans,6098,336,2503,5131,8030,14470,5156,1075,271
NSW,Kurrajong Heights - Ebenezer,9273,2231,5980,8493,11374,18282,8507,1923,511
NSW,Pitt Town - McGraths Hill,9560,2090,5795,8533,11687,19680,8536,1928,512
NSW,Rouse Hill - Beaumont Hills,8444,2843,5599,7679,10180,15919,7640,1860,501
NSW,Blacktown (East) - Kings Park,6003,1762,3621,5215,7287,12128,5196,1094,276
NSW,Blacktown (North) - Marayong,6266,1963,3939,5612,7696,12117,5580,1270,342
NSW,Blacktown (South),5881,1658,3504,5102,7112,12024,5089,1042,259
NSW,Doonside - Woodcroft,6197,2111,3948,5547,7487,11890,5518,1245,333
NSW,Lalor Park - Kings Langley,7468,2277,4637,6796,9259,14370,6798,1702,457
NSW,Seven Hills - Toongabbie,6559,2063,4143,5864,7984,12736,5877,1389,376
NSW,Glenwood,7073,2952,4773,6344,8354,12937,6344,1557,419
NSW,Parklea - Kellyville Ridge,5785,1455,3669,5228,7012,11559,5209,1098,278
NSW,Quakers Hill - Acacia Gardens,6917,2494,4536,6205,8288,13058,6159,1507,411
NSW,Riverstone - Marsden Park,7822,1841,4770,6951,9555,15988,6951,1738,467
NSW,Bidwill - Hebersham - Emerton,6397,2107,4030,5740,7776,12328,5717,1323,353
NSW,Glendenning Dean Park,6219,2280,4046,5538,7518,11706,5506,1242,331
NSW,Hassall Grove - Plumpton,5997,2266,3872,5257,7100,11490,5222,1106,282
NSW,Lethbridge Park - Tregear,7198,2143,4551,6488,8713,14093,6475,1606,426
NSW,Mount Druitt - Whalan,5597,1563,3245,4718,6692,11762,4701,855,197
NSW,Prospect Reservoir,6282,  ,  ,  ,  ,  ,5741,1335,359
NSW,Rooty Hill - Minchinbury,6597,2005,4009,5633,7782,13550,5605,1285,346
NSW,Banksmeadow,8241,  ,  ,  ,  ,  ,7766,1875,505
NSW,Botany,5339,1637,3168,4519,6324,11041,4517,751,165
NSW,Mascot - Eastlakes,4596,1273,2606,3778,5422,9899,3758,341,48
NSW,Pagewood - Hillsdale - Daceyville,4433,1109,2403,3584,5187,9879,3571,251,32
NSW,Port Botany Industrial,  ,  ,  ,  ,  ,  ,  ,,#VALUE!
NSW,Sydney Airport,5735,  ,  ,  ,  ,  ,4323,640,129
NSW,Marrickville,4399,1250,2680,3814,5240,9008,3806,367,58
NSW,Petersham - Stanmore,4281,1119,2541,3639,5045,9059,3638,280,35
NSW,Sydenham - Tempe - St Peters,4639,1453,2931,4108,5513,9191,4093,508,98
NSW,Darlinghurst,4121,996,2108,3123,4482,9898,3119,66,8
NSW,Erskineville - Alexandria,3922,1309,2232,3075,4346,8647,3051,52,7
NSW,Glebe - Forest Lodge,4132,1169,2336,3334,4731,9089,3319,131,15
NSW,Newtown - Camperdown - Darlington,3875,1161,2252,3206,4494,8261,3201,92,11
NSW,Potts Point - Woolloomooloo,3648,842,1820,2695,3882,9002,2683,13,2
NSW,Pyrmont - Ultimo,4074,1359,2400,3324,4626,8657,3310,128,14
NSW,Redfern - Chippendale,4161,1238,2383,3382,4757,9047,3364,152,20
NSW,Surry Hills,4025,1154,2224,3225,4570,8950,3223,97,12
NSW,Sydney - Haymarket - The Rocks,4501,1349,2536,3607,5042,9969,3592,260,33
NSW,Waterloo - Beaconsfield,3862,1156,2258,3186,4434,8275,3181,86,10
NSW,Bondi - Tamarama - Bronte,4661,1169,2620,3830,5337,10349,3810,369,60
NSW,Bondi Beach - North Bondi,4704,1235,2580,3815,5282,10603,3822,374,62
NSW,Bondi Junction - Waverly,4845,1175,2654,3922,5591,10879,3911,423,76
NSW,Centennial Park,  ,  ,  ,  ,  ,  ,  ,,#VALUE!
NSW,Double Bay - Bellevue Hill,7512,1406,3067,4813,7664,20611,4779,888,210
NSW,Dover Heights,8948,1739,3819,5972,9784,23409,5895,1398,380
NSW,Paddington - Moore Park,5059,1326,2655,3881,5668,11760,3873,407,70
NSW,Rose Bay - Vaucluse - Watsons Bay,8681,1549,3494,5466,8953,23936,5406,1195,309
NSW,Woollahra,6177,1373,2891,4391,6724,15498,4385,680,140
NSW,Coogee - Clovelly,4664,1186,2634,3822,5329,10347,3811,370,61
NSW,Kensington - Kingsford,4904,1293,2797,4112,5795,10523,4094,509,99
NSW,Malabar - La Perouse - Chifley,6045,1614,3327,5046,7250,12983,5014,1004,248
NSW,Maroubra,4784,1265,2579,3808,5540,10727,3806,367,58
NSW,Randwick,4581,1246,2654,3802,5222,9983,3782,357,54
NSW,Bankstown,5150,1503,2966,4293,6073,10914,4283,619,124
NSW,Bass Hill - Georges Hall,7210,2053,4370,6522,8924,14175,6554,1641,439
NSW,Chullora,5006,1368,3111,4286,5923,10283,4277,617,123
NSW,Condell Park,7485,1866,4549,6542,9102,15366,6506,1622,432
NSW,Greenacre - Mount Lewis,6197,1809,3718,5411,7504,12540,5419,1201,311
NSW,Padstow,6774,1936,3946,5814,8176,13995,5814,1361,366
NSW,Panania - Milperra - Picnic Point,7499,2226,4555,6610,9062,15038,6583,1648,441
NSW,Revesby,6203,1744,3604,5242,7424,12994,5216,1101,280
NSW,Yagoona - Birrong,6690,1860,3891,5788,8200,13707,5768,1346,364
NSW,Belmore - Belfield,5007,1444,3109,4370,5936,10174,4354,658,134
NSW,Canterbury (South) - Campsie,4491,1261,2859,4053,5407,8875,4047,484,90
NSW,Kingsgrove (North) - Earlwood,5877,1810,3570,5034,6933,12035,5015,1005,249
NSW,Lakemba - Wiley Park,4779,1284,3239,4494,5806,9071,4499,738,156
NSW,Punchbowl,5379,1459,3278,4749,6496,10910,4759,875,206
NSW,Roselands,5614,1583,3317,4726,6625,11819,4708,860,200
NSW,Hurstville,4942,1320,2747,4103,5853,10686,4092,506,97
NSW,Mortdale - Penshurst,5457,1650,3343,4672,6369,11248,4652,828,191
NSW,Narwee - Beverly Hills,5771,1578,3247,4736,6790,12501,4709,861,201
NSW,Oatley - Hurstville Grove,6319,1751,3663,5247,7464,13464,5226,1111,285
NSW,Peakhurst - Lugarno,8747,2228,4835,7374,10544,18748,7357,1811,490
NSW,Riverwood,5331,1433,2827,4180,6011,12194,4187,565,111
NSW,South Hurstville - Blakehurst,6585,1547,3389,5175,7737,15070,5148,1072,269
NSW,Arncliffe - Bardwell Valley,4740,1196,2670,3967,5691,10174,3972,461,83
NSW,Bexley,5396,1550,3303,4706,6474,10948,4682,847,195
NSW,Kingsgrove (South) - Bardwell Park,6147,1769,3584,5209,7367,12797,5206,1097,277
NSW,Kogarah,4795,1377,2907,4156,5647,9885,4129,530,104
NSW,Kogarah Bay - Carlton - Allawah,5456,1608,3325,4709,6422,11215,4687,849,196
NSW,Monterey - Brighton-le-Sands - Kyeemagh,5269,1614,3288,4555,6188,10699,4536,764,170
NSW,Rockdale - Banksia,4748,1422,2731,4019,5649,9917,4005,471,85
NSW,Sans Souci - Ramsgate,5483,1442,3241,4620,6406,11700,4604,799,180
NSW,Concord - Mortlake - Cabarita,5745,1582,3329,4862,6837,12114,4844,919,221
NSW,Concord West - North Strathfield,4236,959,2291,3348,4909,9675,3341,143,17
NSW,Drummoyne - Rodd Point,5608,1800,3362,4654,6329,11894,4631,816,186
NSW,Five Dock - Abbotsford,5303,1614,3048,4390,6207,11255,4387,683,141
NSW,Balmain,5059,1425,2822,4055,5792,11200,4055,489,93
NSW,Leichhardt - Annandale,4752,1449,2892,4117,5632,9667,4112,521,102
NSW,Lilyfield - Rozelle,4651,1454,2787,3974,5528,9509,3966,457,81
NSW,Ashfield,4455,1215,2611,3783,5268,9395,3779,355,52
NSW,Burwood - Croydon,4973,1337,2697,4054,5788,10990,4055,489,93
NSW,Canterbury (North) - Ashbury,5076,1463,3051,4370,6055,10436,4367,665,136
NSW,Croydon Park - Enfield,5325,1558,3203,4503,6159,11201,4506,745,162
NSW,Dulwich Hill - Lewisham,4228,1295,2665,3757,5108,8312,3755,339,47
NSW,Haberfield - Summer Hill,5061,1305,2920,4225,5887,10965,4215,582,116
NSW,Homebush,4250,1302,2327,3295,4783,9539,3257,114,13
NSW,Strathfield,6350,1544,3164,4814,7108,15120,4820,905,216
NSW,Chatswood (East) - Artarmon,5129,1397,2722,4017,5856,11649,4000,469,84
NSW,Chatswood (West) - Lane Cove North,5223,1441,2771,4085,5952,11863,4049,487,92
NSW,Lane Cove - Greenwich,6736,1794,3549,5236,7781,15322,5211,1100,279
NSW,St Leonards - Naremburn,4217,1194,2319,3395,4942,9232,3386,161,22
NSW,Willoughby - Castle Cove - Northbridge,7747,1876,3954,5972,9001,17926,5953,1419,386
NSW,Asquith - Mount Colah,8019,2855,5380,7365,9677,14810,7370,1817,491
NSW,Berowra - Brooklyn - Cowan,8354,3091,5841,7702,9997,15129,7692,1868,503
NSW,Hornsby - Waitara,5518,1482,2878,4248,6203,12778,4232,591,118
NSW,Normanhurst - Thornleigh - Westleigh,7692,2380,4683,6759,9286,15349,6736,1690,452
NSW,Gordon - Killara,8593,1784,4104,6607,10239,20227,6536,1635,436
NSW,Lindfield - Roseville,8694,2083,4529,7043,10340,19469,6999,1747,470
NSW,Pymble,9822,2761,5650,8340,11984,20372,8304,1913,509
NSW,St Ives,10181,3051,6012,8875,12381,20588,8862,1940,521
NSW,Turramurra,9255,2337,4926,7578,11113,20310,7545,1843,496
NSW,Wahroonga - Warrawee,10252,2485,5112,8035,11983,23638,8028,1885,506
NSW,Cremorne - Cammeray,4921,1297,2655,3874,5564,11211,3862,402,69
NSW,Crows Nest - Waverton,4594,1339,2637,3772,5311,9909,3746,335,46
NSW,Mosman,7032,1355,2997,4681,7496,18630,4643,824,188
NSW,Neutral Bay - Kirribilli,4627,1144,2407,3505,5065,11011,3500,208,26
NSW,North Sydney - Lavender Bay,4409,1183,2312,3348,4827,10373,3329,136,16
NSW,Balgowlah - Clontarf - Seaforth,7389,1748,3872,5843,8653,16823,5821,1366,369
NSW,Manly - Fairlight,4529,1146,2517,3686,5273,10022,3672,304,38
NSW,Avalon - Palm Beach,7173,1806,3896,5886,8439,15829,5862,1383,375
NSW,Bayview - Elanora Heights,8641,1888,4426,6894,10131,19853,6892,1723,461
NSW,Newport - Bilgola,6812,1705,3681,5603,8158,14907,5556,1261,337
NSW,Warriewood - Mona Vale,6248,1620,3526,5200,7477,13414,5159,1077,272
NSW,Beacon Hill - Narraweena,7017,2217,4174,6118,8500,14068,6095,1483,403
NSW,Cromer,6729,1916,3745,5727,8190,14056,5711,1320,352
NSW,Dee Why - North Curl Curl,4417,1212,2382,3504,5054,9932,3495,204,25
NSW,Forestville - Killarney Heights,8223,2595,4971,7251,10009,16282,7199,1787,484
NSW,Frenchs Forest - Belrose,8533,2866,5339,7613,10262,16581,7588,1849,497
NSW,Freshwater - Brookvale,4863,1264,2621,3913,5693,10824,3882,411,72
NSW,Manly Vale - Allambie Heights,5771,1636,3274,4812,6928,12205,4803,897,214
NSW,Narrabeen - Collaroy,5475,1417,2840,4213,6340,12561,4194,569,112
NSW,Terrey Hills - Duffys Forest,11835,2944,6434,9107,12719,27973,9092,1942,522
NSW,Camden - Ellis Lane,7949,2059,4567,6872,9704,16537,6850,1711,458
NSW,Elderslie - Harrington Park,7436,2289,4784,6720,9040,14347,6686,1679,450
NSW,Mount Annan - Currans Hill,6347,1992,4068,5744,7746,12184,5742,1336,360
NSW,Bradbury - Wedderburn,6830,2356,4376,6133,8289,12996,6095,1483,403
NSW,Campbelltown - Woodbine,6474,1852,3815,5463,7583,13650,5455,1215,318
NSW,Claymore - Eagle Vale - Raby,7438,2663,5079,6923,9005,13518,6898,1726,462
NSW,Holsworthy Military Area,  ,  ,  ,  ,  ,  ,  ,,#VALUE!
NSW,Ingleburn - Denham Court,7112,1917,4217,6067,8384,14974,6046,1460,397
NSW,Leumeah - Minto Heights,7316,2366,4678,6605,8880,14045,6605,1656,445
NSW,Macquarie Fields - Glenfield,6092,1716,3759,5382,7488,12114,5380,1181,303
NSW,Minto - St Andrews,6580,2115,4199,5958,8048,12574,5941,1413,384
NSW,Rosemeadow - Glen Alpine,6795,2226,4208,5949,8260,13330,5910,1405,382
NSW,Bargo,8000,2103,5014,7184,9785,15912,7205,1790,486
NSW,Douglas Park - Appin,9417,2262,5894,8587,11606,18721,8588,1930,513
NSW,Picton - Tahmoor - Buxton,7556,2018,4712,6738,9169,15138,6750,1694,454
NSW,The Oaks - Oakdale,9754,2510,6136,8756,11846,19509,8748,1935,516
NSW,Blackheath - Megalong Valley,5077,983,2659,4187,6119,11435,4173,556,110
NSW,Blaxland - Warrimoo - Lapstone,7419,2650,4944,6761,8934,13809,6738,1692,453
NSW,Blue Mountains - North,9451,  ,  ,  ,  ,  ,8827,1937,518
NSW,Katoomba - Leura,5277,1056,2781,4394,6423,11728,4398,688,144
NSW,Lawson - Hazelbrook - Linden,6193,1731,3780,5427,7487,12533,5409,1197,310
NSW,Springwood - Winmalee,7298,2522,4769,6616,8833,13751,6595,1653,443
NSW,Wentworth Falls,6055,1580,3548,5089,7220,12829,5060,1026,255
NSW,Blue Mountains - South,  ,  ,  ,  ,  ,  ,  ,,#VALUE!
NSW,Cambridge Park,8245,3191,5784,7665,9843,14736,7645,1861,502
NSW,Castlereagh - Cranebrook,7847,1798,4603,6778,9531,16519,6758,1697,456
NSW,Emu Plains - Leonay,8985,3234,5977,8213,10873,16619,8240,1905,508
NSW,Glenmore Park - Regentville,7544,2356,4772,6722,9177,14691,6698,1682,451
NSW,Jamisontown - South Penrith,7622,2417,4949,7042,9399,14301,7046,1759,474
NSW,Kingswood - Werrington,6381,1887,3951,5629,7753,12684,5623,1293,348
NSW,Mulgoa - Luddenham - Orchard Hills,11003,1913,5981,9371,13453,24276,9404,1947,525
NSW,Penrith,6046,1620,3466,4995,7197,12954,4959,974,241
NSW,Warragamba - Silverdale,9772,2870,6269,8754,11919,19050,8718,1934,515
NSW,Richmond - Clarendon,6789,1871,4045,5830,8114,14078,5820,1364,368
NSW,Windsor - Bligh Park,7110,2182,4376,6290,8590,14106,6271,1537,417
NSW,Yarramundi - Londonderry,10650,2287,6549,9751,13152,21488,9808,1950,528
NSW,Erskine Park,7823,2952,5271,7081,9353,14443,7097,1768,478
NSW,St Clair,7729,2965,5144,7056,9304,14174,7045,1756,472
NSW,St Marys - Colyton,6168,1678,3749,5453,7595,12362,5434,1210,315
NSW,Auburn,5369,1494,3090,4519,6373,11367,4501,739,157
NSW,Homebush Bay - Silverwater,3607,1236,2254,3029,4081,7432,3024,46,6
NSW,Lidcombe - Regents Park,5303,1566,3114,4458,6276,11102,4429,701,148
NSW,Rookwood Cemetery,6495,  ,  ,  ,  ,  ,6550,1639,438
NSW,Carlingford,7585,2054,4437,6614,9238,15572,6606,1657,446
NSW,Ermington - Rydalmere,6006,1686,3550,5204,7269,12314,5194,1090,275
NSW,Oatlands - Dundas Valley,6405,1565,3439,5132,7516,14367,5094,1044,260
NSW,Chester Hill - Sefton,6371,1844,3797,5579,7820,12808,5569,1265,339
NSW,Fairfield - East,5441,1432,3151,4668,6615,11335,4644,825,189
NSW,Granville - Clyde,5085,1368,2950,4307,6022,10773,4304,630,126
NSW,Greystanes - Pemulwuy,7100,2180,4579,6478,8743,13517,6454,1601,425
NSW,Guildford - South Granville,5399,1321,2993,4598,6710,11374,4568,786,177
NSW,Guildford West - Merrylands West,5502,1401,3140,4675,6754,11531,4644,825,189
NSW,Merrylands - Holroyd,5369,1476,3063,4517,6457,11334,4506,745,162
NSW,Smithfield Industrial,4981,  ,  ,  ,  ,  ,4134,533,105
NSW,Yennora Industrial,5394,  ,  ,  ,  ,  ,4565,781,174
NSW,Girraween - Westmead,5272,1377,2908,4364,6427,11280,4338,648,130
NSW,North Parramatta,4493,1324,2636,3722,5143,9639,3708,316,42
NSW,North Rocks,9153,3294,6218,8424,11029,16800,8370,1917,510
NSW,Northmead,5289,1471,2940,4299,6262,11467,4255,602,121
NSW,Parramatta - Rosehill,4405,1132,2465,3710,5171,9546,3712,318,43
NSW,Toongabbie - Constitution Hill,6119,1734,3650,5331,7525,12351,5307,1153,297
NSW,Winston Hills,7449,2442,4911,6949,9203,13733,6938,1734,465
NSW,Epping - North Epping,6103,1671,3542,5158,7235,12909,5138,1067,268
NSW,Pennant Hills - Cheltenham,8547,2458,5039,7475,10436,17315,7446,1828,492
NSW,Eastwood - Denistone,5838,1539,3382,4951,6988,12325,4928,963,236
NSW,Gladesville - Huntleys Point,5856,1483,3072,4524,6678,13522,4518,753,166
NSW,Hunters Hill - Woolwich,9373,1733,4161,6770,10645,23539,6755,1696,455
NSW,Macquarie Park - Marsfield,5575,1842,3516,4841,6395,11278,4835,916,220
NSW,North Ryde - East Ryde,6295,1984,3826,5455,7516,12693,5463,1220,323
NSW,Ryde - Putney,5705,1563,3250,4732,6815,12165,4704,858,198
NSW,West Ryde - Meadowbank,4765,1492,2821,3931,5506,10075,3901,420,74
NSW,Ashcroft - Busby - Miller,5887,1727,3527,5241,7279,11659,5244,1117,288
NSW,Badgerys Creek - Greendale,10088,1636,5538,8726,12387,22142,8709,1933,514
NSW,Cobbitty - Leppington,9649,1233,4918,8174,12030,21873,8145,1894,507
NSW,Green Valley - Cecil Hills,6992,2541,4516,6177,8364,13358,6146,1504,410
NSW,Hoxton Park - Horningsea Park,6601,2086,4191,5860,7958,12907,5852,1378,373
NSW,Bonnyrigg Heights - Bonnyrigg,6423,2174,4126,5709,7746,12353,5692,1313,350
NSW,Bossley Park - Abbotsbury,7759,2733,5030,7010,9439,14576,6985,1742,469
NSW,Cabramatta - Lansvale,5670,1625,3606,4969,6726,11422,4961,976,242
NSW,Cabramatta West - Mount Pritchard,7060,2221,4580,6467,8627,13404,6436,1596,424
NSW,Canley Vale - Canley Heights,6441,1901,4115,5832,7848,12505,5842,1371,370
NSW,Edensor Park,7621,2745,5043,6950,9228,14138,6939,1736,466
NSW,Fairfield,5674,1335,3334,4976,6927,11796,4963,979,243
NSW,Fairfield - West,7178,2412,4823,6570,8786,13292,6539,1636,437
NSW,Greenfield Park - Prairiewood,7860,2996,5279,7076,9311,14625,7045,1756,472
NSW,Horsley Park - Kemps Creek,11695,1632,6387,9936,14399,26074,9983,1952,529
NSW,Smithfield - Wetherill Park,7409,2247,4699,6685,8997,14414,6676,1676,449
NSW,St Johns Park - Wakeley,8167,3196,5659,7608,9756,14608,7606,1854,499
NSW,Wetherill Park Industrial,5486,  ,  ,  ,  ,  ,5083,1039,258
NSW,Casula,6638,2020,4094,5798,7933,13339,5772,1350,365
NSW,Chipping Norton - Moorebank,7883,2216,4969,7196,9787,15242,7172,1780,483
NSW,Holsworthy - Wattle Grove,6419,2109,3959,5553,7713,12751,5515,1243,332
NSW,Liverpool - Warwick Farm,5355,1502,3240,4638,6326,11069,4630,813,184
NSW,Prestons - Lurnea,6561,2087,4202,5850,7977,12691,5816,1362,367
NSW,Caringbah - Lilli Pilli,7091,1836,3846,5807,8571,15392,5753,1342,362
NSW,Cronulla - Kurnell - Bundeena,5782,1543,3161,4529,6622,13055,4510,748,164
NSW,Gymea - Grays Point,7785,2395,4704,6897,9495,15429,6878,1718,460
NSW,Miranda - Yowie Bay,6589,1958,3792,5482,7791,13918,5427,1204,312
NSW,Sylvania - Taren Point,7956,2074,4506,6625,9530,17037,6587,1650,442
NSW,Engadine - Loftus,7650,2630,5013,7041,9354,14209,7059,1762,476
NSW,Heathcote - Waterfall,7137,2199,4357,6394,8739,13984,6402,1580,420
NSW,Illawong - Alfords Point,10717,4329,7437,9756,12615,19438,9716,1949,527
NSW,Menai - Lucas Heights - Woronora,9822,4059,6860,9115,11579,17496,9115,1943,523
NSW,Oyster Bay - Como - Jannali,8608,2966,5532,7722,10265,16549,7703,1870,504
NSW,Royal National Park,  ,  ,  ,  ,  ,  ,  ,,#VALUE!
NSW,Sutherland - Kirrawee,5694,1839,3430,4809,6700,11688,4794,895,213
NSW,Goulburn,4514,1155,2561,3783,5403,9663,3778,354,51
NSW,Goulburn Region,5404,563,2643,4627,6847,12323,4616,806,182
NSW,Yass,6269,1573,3619,5315,7483,13347,5322,1160,299
NSW,Yass Region,8344,1420,4619,7096,10103,18464,7053,1760,475
NSW,Young,5873,1582,3461,4914,6822,12577,4889,944,229
NSW,Young Region,6248,797,3243,5151,7541,14498,5118,1056,265
NSW,Braidwood,5269,555,2561,4389,6677,12142,4378,674,139
NSW,Karabar,5993,1980,3749,5244,7052,11932,5225,1109,284
NSW,Queanbeyan,4913,1345,2855,4127,5786,10448,4125,524,103
NSW,Queanbeyan - East,5957,1589,3218,4483,6281,14200,4439,703,149
NSW,Queanbeyan Region,7826,1869,4609,6616,9308,16705,6618,1661,447
NSW,Queanbeyan West - Jerrabomberra,6320,2055,3711,5185,7223,13416,5161,1078,273
NSW,Bombala,4976,344,2302,4101,6119,11989,4102,515,101
NSW,Cooma,6202,1371,3735,5425,7396,13073,5393,1187,305
NSW,Cooma Region,4901,286,1745,3811,6273,12370,3803,365,57
NSW,Jindabyne - Berridale,6781,1050,3480,5535,8162,15669,5480,1229,326
NSW,Batemans Bay,4577,905,2531,3995,5652,9795,4008,474,86
NSW,Batemans Bay - South,3986,769,2084,3373,5024,8676,3349,147,19
NSW,Bega - Tathra,5205,1413,3191,4591,6338,10487,4552,774,173
NSW,Bega-Eden Hinterland,5305,871,3064,4708,6488,11387,4721,867,204
NSW,Broulee - Tomakin,3611,650,1706,2905,4547,8249,2893,28,4
NSW,Deua - Wadbilliga,4759,1755,3079,4699,6270,7992,4782,890,211
NSW,Eden,4808,1396,3057,4375,5901,9313,4359,659,135
NSW,Eurobodalla Hinterland,4137,579,1863,3389,5138,9702,3380,159,21
NSW,Merimbula - Tura Beach,4960,1336,3136,4412,5977,9935,4405,693,145
NSW,Moruya - Tuross Head,4439,1012,2587,3962,5553,9078,3939,441,78
NSW,Narooma - Bermagui,4024,855,2309,3544,4962,8444,3548,239,31
NSW,Bathurst,5024,1127,2577,3937,5909,11566,3907,421,75
NSW,Bathurst - East,5906,1657,3384,4875,6970,12638,4861,928,226
NSW,Bathurst Region,6175,462,2914,5258,7866,14361,5289,1142,293
NSW,Oberon,5259,553,2392,4123,6293,12924,4047,484,90
NSW,Condobolin,6976,866,3834,6043,8699,15429,5987,1432,390
NSW,Cowra,5951,1370,3334,4953,6997,13102,4921,960,234
NSW,Cowra Region,6038,967,3265,5047,7366,13541,5026,1013,250
NSW,Forbes,6678,1507,3843,5615,7926,14496,5573,1268,341
NSW,Grenfell,5726,766,3079,4923,7079,12765,4930,965,237
NSW,Parkes (NSW),5757,1535,3316,4799,6780,12350,4771,883,209
NSW,Parkes Region,6110,877,3364,5293,7456,13544,5217,1102,281
NSW,West Wyalong,6097,1088,3438,5127,7418,13402,5071,1032,257
NSW,Lithgow,4980,1128,2775,4218,5991,10786,4211,580,115
NSW,Lithgow Region,6356,643,3179,5470,8007,14482,5451,1213,316
NSW,Mudgee,6955,1823,4142,5949,8339,14517,5934,1412,383
NSW,Mudgee Region - East,5831,469,2934,5012,7428,13292,4989,990,246
NSW,Mudgee Region - West,5570,977,3174,4916,6982,11778,4904,949,230
NSW,Wollangambe - Wollemi,  ,  ,  ,  ,  ,  ,  ,#VALUE!,#VALUE!
NSW,Blayney,6107,1032,3124,4928,7315,14122,4905,950,231
NSW,Orange,6110,1611,3459,5040,7140,13297,5030,1015,251
NSW,Orange - North,6254,1617,3476,5084,7280,13809,5064,1028,256
NSW,Orange Region,7501,1338,4224,6471,9035,16432,6476,1607,427
NSW,Grafton,4568,1485,2875,4032,5523,8924,4023,476,87
NSW,Grafton Region,4939,1089,2983,4442,6149,10031,4462,715,152
NSW,Maclean - Yamba - Iluka,4245,1201,2718,3799,5161,8345,3780,356,53
NSW,Bellingen,4707,1326,3001,4176,5559,9463,4159,551,109
NSW,Coffs Harbour - North,4437,1437,2774,3873,5264,8835,3861,401,68
NSW,Coffs Harbour - South,4388,1426,2791,3848,5240,8633,3827,381,64
NSW,Coramba - Nana Glen - Bucca,5827,1620,3717,5289,7090,11416,5286,1140,292
NSW,Dorrigo,5409,852,2793,4257,6059,13063,4233,593,119
NSW,Korora - Emerald Beach,6056,2018,4069,5558,7210,11416,5540,1255,334
NSW,Sawtell - Boambee,4872,1649,3102,4316,5837,9454,4305,631,127
NSW,Urunga,4483,1145,2673,3800,5210,9580,3785,360,56
NSW,Woolgoolga - Arrawarra,4942,1578,3283,4545,5996,9304,4533,762,169
