STATE,SA2NAME,Mean,Lowest quintile,Second quintile,Third quintile,Fourth quintile,Highest quintile,Median,AusRanking,StateRanking
QLD,Toowoomba - East,5333,1575,3151,4516,6333,11084,4478,722,78
QLD,Toowoomba - West,7001,2122,4502,6312,8416,13646,6298,1547,343
QLD,Wilsonton,5217,1834,3361,4624,6261,10000,4602,798,93
QLD,Ayr,7875,2203,4694,6750,9562,16157,6709,1685,402
QLD,Burdekin,7712,1560,4079,6438,9538,16934,6429,1593,366
QLD,Charters Towers,7388,2091,4506,6498,9091,14755,6461,1602,368
QLD,Dalrymple,6991,1215,3430,5440,8741,16002,5368,1174,205
QLD,Ingham,6756,1818,4068,5875,8184,13829,5845,1373,272
QLD,Ingham Region,7042,1573,4142,6216,8844,14416,6213,1518,327
QLD,Palm Island,6056,1439,3385,4991,7236,13172,4957,973,136
QLD,Aitkenvale,6883,2164,4391,6050,8266,13530,6010,1438,295
QLD,Annandale,10759,4569,7661,10063,12889,18614,10029,1953,510
QLD,Belgian Gardens - Pallarenda,6953,2020,3833,5600,8304,14988,5494,1235,224
QLD,Bohle Plains,8798,2135,5681,8080,10871,17196,8131,1893,484
QLD,Condon - Rasmussen,8423,2960,5613,7578,9920,16036,7553,1844,462
QLD,Cranbrook,7721,2580,4752,6663,9354,15243,6611,1658,388
QLD,Deeragun,8004,1681,5127,7400,10001,15813,7357,1811,447
QLD,Douglas,8165,2796,5436,7380,9702,15499,7356,1810,446
QLD,Garbutt - West End,5716,1760,3482,4884,6643,11810,4866,933,126
QLD,Gulliver - Currajong - Vincent,6837,2425,4308,5989,8235,13223,5999,1435,294
QLD,Heatley,7394,2326,4809,6672,9062,14087,6712,1686,403
QLD,Hermit Park - Rosslea,6052,1958,3864,5252,7031,12145,5240,1115,184
QLD,Hyde Park - Pimlico,6262,1833,3646,5220,7438,13163,5181,1084,176
QLD,Kelso,9368,3143,6343,8559,11318,17467,8519,1927,503
QLD,Kirwan - East,8852,3235,6057,8172,10657,16128,8147,1895,485
QLD,Kirwan - West,8826,3340,6017,8114,10635,16024,8094,1891,483
QLD,Magnetic Island,4971,1037,2736,4195,6055,10832,4175,558,46
QLD,Mount Louisa,8485,2763,5689,7752,10360,15845,7701,1869,474
QLD,Mundingburra,7198,2136,4290,6194,8617,14732,6134,1496,319
QLD,Northern Beaches,7532,1690,4437,6661,9413,15460,6626,1665,392
QLD,Oonoonba,8014,2489,5241,7258,9718,15346,7256,1795,441
QLD,South Townsville - Railway Estate,6423,2114,4074,5524,7524,12879,5496,1237,226
QLD,Townsville - South,7621,1127,4016,6540,9454,16944,6471,1604,370
QLD,Townsville City - North Ward,5655,1494,3226,4561,6430,12560,4548,772,88
QLD,Wulguru - Roseneath,7956,2599,5125,7154,9598,15286,7175,1781,435
QLD,Ashfield - Kepnock,5559,1895,3526,4869,6599,10892,4862,930,124
QLD,Bargara - Burnett Heads,5690,1772,3664,5087,6829,11093,5074,1033,157
QLD,Branyan - Kensington,5648,1677,3433,4975,6846,11294,4968,980,138
QLD,Bundaberg,5567,1869,3490,4911,6682,10872,4886,943,129
QLD,Bundaberg East - Kalkie,5775,1853,3555,4926,6825,11715,4883,941,128
QLD,Bundaberg North - Gooburrum,6079,1979,3750,5279,7218,12157,5245,1120,187
QLD,Bundaberg Region - North,5624,1214,3506,5194,7010,11186,5174,1082,174
QLD,Bundaberg Region - South,5395,1109,3164,4663,6393,11634,4646,827,98
QLD,Millbank - Avoca,5750,1973,3615,4989,6778,11387,4989,990,143
QLD,Svensson Heights - Norville,5623,1809,3475,4904,6805,11111,4872,938,127
QLD,Walkervale - Avenell Heights,5642,1972,3566,4988,6798,10882,4988,988,141
QLD,Gayndah - Mundubbera,5542,1212,3322,4959,6862,11357,4961,976,137
QLD,Gin Gin,5467,1119,3142,4732,6563,11767,4714,863,107
QLD,Kingaroy,5708,1887,3703,5123,6917,10905,5131,1063,170
QLD,Kingaroy Region - North,5835,1362,3428,5029,7022,12326,5027,1014,154
QLD,Kingaroy Region - South,,,,,,,,#N/A,#N/A
QLD,Monto - Eidsvold,5739,1130,3292,5030,7145,12062,5034,1017,155
QLD,Nanango,4830,1077,3003,4382,5958,9732,4360,660,65
QLD,North Burnett,7120,1318,3872,5558,8802,12570,6260,1535,336
QLD,Cooloola,4690,1002,2770,4051,5639,9989,4031,479,36
QLD,Gympie - North,5558,1751,3478,4896,6705,10955,4863,931,125
QLD,Gympie - South,6191,2016,3973,5549,7360,12046,5575,1269,238
QLD,Gympie Region,5944,1093,3620,5371,7357,12281,5362,1168,202
QLD,Kilkivan,5318,1034,3172,4783,6596,10999,4777,887,113
QLD,Booral - River Heads,5903,1705,3895,5447,7184,11285,5467,1225,221
QLD,Craignish - Dundowran Beach,6926,2234,4669,6475,8429,12823,6488,1616,375
QLD,Pialba - Eli Waters,5242,1559,3340,4633,6313,10359,4621,809,96
QLD,Point Vernon,5586,2076,3802,5060,6599,10393,5064,1028,156
QLD,Torquay - Scarness - Kawungan,5289,1775,3289,4579,6314,10485,4545,770,87
QLD,Urangan - Wondunna,5461,1785,3449,4698,6481,10890,4699,854,105
QLD,Burrum - Fraser,5111,1329,3208,4587,6175,10250,4598,796,91
QLD,Granville,5471,1676,3469,4956,6708,10525,4939,967,135
QLD,Maryborough (Qld),5151,1635,3202,4524,6189,10203,4502,740,79
QLD,Maryborough Region - South,4495,555,2428,4082,5752,9651,4078,501,39
QLD,Tinana,6333,2042,4171,5741,7602,12110,5710,1319,255
SA,Adelaide,3865,874,2173,3246,4651,8377,3245,108,13
SA,North Adelaide,4942,1010,2348,3763,5730,11851,3730,325,50
SA,Adelaide Hills,7442,2131,4752,6640,8815,14857,6595,1653,158
SA,Aldgate - Stirling,8180,2472,5020,7030,9572,16799,6998,1746,159
SA,Hahndorf - Echunga,7072,2126,4413,6136,8490,14155,6138,1499,150
SA,Lobethal - Woodside,7088,2188,4508,6226,8451,14066,6194,1516,152
SA,Mount Barker,6111,1895,3883,5393,7331,12047,5388,1185,133
SA,Mount Barker Region,6687,1843,4297,5981,8048,13251,5988,1433,146
SA,Nairne,6166,2155,4257,5701,7442,11259,5678,1309,140
SA,Uraidla - Summertown,7346,1960,4628,6542,8760,14818,6525,1630,156
SA,Burnside - Wattle Park,5881,1421,3213,4853,7019,12896,4824,909,108
SA,Glenside - Beaumont,7148,1611,3836,5864,8614,15806,5851,1376,144
SA,Toorak Gardens,5045,1078,2502,3941,6018,11681,3929,438,65
SA,Athelstone,5293,1711,3349,4711,6310,10376,4686,848,103
SA,Paradise - Newton,4345,1194,2537,3711,5218,9063,3699,311,49
SA,Rostrevor - Magill,4620,1161,2619,3889,5592,9839,3874,408,62
SA,Norwood (SA),4121,965,2292,3384,4847,9111,3377,157,24
SA,Payneham - Felixstow,4172,1016,2312,3467,4994,9064,3466,194,32
SA,St Peters - Marden,5107,1084,2592,3971,5917,11965,3939,441,66
SA,Nailsworth - Broadview,4407,1066,2373,3571,5289,9724,3542,233,38
SA,Prospect,4602,1131,2539,3818,5493,10027,3795,361,55
SA,Walkerville,6363,1316,3131,4798,7182,15377,4779,888,105
SA,Goodwood - Millswood,5048,1063,2484,3849,5791,12051,3817,373,58
SA,Unley - Parkside,4934,1120,2603,4013,5899,11033,3994,466,69
SA,Gawler - North,5922,1871,3725,5190,7091,11721,5130,1062,121
SA,Gawler - South,5053,1457,3017,4300,6024,10464,4289,622,87
SA,Lewiston - Two Wells,8262,2468,5293,7268,9580,16676,7229,1792,160
SA,Craigmore - Blakeview,4359,1413,2741,3764,5158,8717,3743,333,52
SA,Davoren Park,4516,1250,2741,3966,5480,9138,3962,452,68
SA,Elizabeth,5038,1460,3058,4332,6131,10204,4322,638,89
SA,Elizabeth East,5552,1801,3427,4854,6607,11063,4827,911,109
SA,Munno Para West - Angle Vale,5507,1119,3157,4675,6648,11924,4672,843,102
SA,One Tree Hill,8995,3331,6008,7874,10717,17044,7719,1872,161
SA,Smithfield - Elizabeth North,5164,1408,3127,4548,6243,10485,4508,747,96
SA,Virginia - Waterloo Corner,7000,1362,3598,5653,8465,15889,5644,1299,139
SA,Enfield - Blair Athol,3876,1020,2249,3306,4664,8140,3296,123,18
SA,Northgate - Oakden - Gilles Plains,4447,1226,2658,3784,5290,9275,3765,346,53
SA,Windsor Gardens,4041,1071,2367,3448,4835,8481,3421,175,28
SA,Dry Creek - North,,,,,,,,#N/A,#N/A
SA,Ingle Farm,4460,1455,2772,3823,5238,9007,3800,364,56
SA,Para Hills,4445,1404,2663,3757,5219,9182,3735,328,51
SA,Parafield,14515,,,,,,6142,1503,151
SA,Parafield Gardens,4797,1620,3009,4172,5633,9548,4173,556,80
SA,Paralowie,4877,1689,3060,4222,5723,9691,4210,579,82
SA,Pooraka,4880,1439,2934,4165,5780,10080,4147,540,78
SA,Salisbury,4074,1202,2401,3454,4806,8502,3444,184,30
SA,Salisbury East,5021,1574,3009,4251,5902,10364,4218,585,85
SA,Salisbury North,4718,1443,2876,3970,5432,9867,3949,446,67
SA,Golden Grove,5062,1398,2800,4195,6035,10871,4183,564,81
SA,Greenwith,4578,1498,2732,3868,5391,9398,3868,403,61
SA,Highbury - Dernancourt,5669,1962,3622,4966,6716,11074,4909,953,112
SA,Hope Valley - Modbury,4111,1131,2351,3495,4893,8684,3473,198,33
SA,Modbury Heights,4709,1646,2980,4140,5558,9219,4140,535,76
SA,Redwood Park,5117,1765,3192,4407,5973,10244,4379,675,91
SA,St Agnes - Ridgehaven,5022,1513,2975,4247,5993,10384,4216,584,84
SA,Brighton (SA),4418,1083,2393,3637,5274,9700,3615,266,44
SA,Glenelg (SA),4168,924,2127,3265,4860,9663,3236,104,12
SA,Edwardstown,3754,1031,2193,3231,4525,7788,3224,98,11
SA,Hallett Cove,4389,1506,2782,3829,5214,8613,3811,370,57
SA,Marino - Seaview Downs,5199,1609,3172,4491,6247,10468,4480,724,93
SA,Mitchell Park,3833,1056,2275,3280,4552,7999,3282,117,15
SA,Morphettville,3880,1042,2255,3278,4616,8207,3260,116,14
SA,Sheidow Park - Trott Park,5193,1746,3359,4496,6078,10275,4470,720,92
SA,Warradale,3733,1018,2199,3182,4438,7823,3170,81,10
SA,Belair,7195,2320,4562,6445,8632,13991,6419,1586,155
SA,Bellevue Heights,5306,1549,3172,4583,6433,10779,4597,795,99
SA,Blackwood,6397,2142,4161,5680,7679,12306,5689,1311,141
SA,Colonel Light Gardens,4703,1231,2722,4045,5784,9729,4032,480,70
SA,Mitcham (SA),5843,1364,3137,4789,7043,12878,4772,884,104
SA,Panorama,4663,1296,2683,3920,5574,9834,3896,418,64
SA,Aberfoyle Park,4951,1694,3077,4246,5859,9871,4224,589,86
SA,Aldinga,4744,1152,2810,4165,5804,9786,4145,538,77
SA,Christie Downs,3860,1173,2356,3336,4510,7919,3336,140,22
SA,Christies Beach,4179,1200,2468,3538,4925,8756,3531,226,37
SA,Clarendon,7066,1740,4678,6538,8716,13515,6572,1646,157
SA,Coromandel Valley,6977,2696,4692,6332,8394,12755,6337,1553,153
SA,Flagstaff Hill,6045,2195,3908,5350,7195,11578,5313,1157,130
SA,Hackham - Onkaparinga Hills,4928,1547,2980,4193,5789,10119,4214,581,83
SA,Hackham West - Huntfield Heights,4043,1387,2531,3453,4718,8121,3437,179,29
SA,Happy Valley,4816,1590,2968,4161,5705,9651,4114,522,75
SA,Happy Valley Reservoir,,,,,,,,#N/A,#N/A
SA,Lonsdale,6541,183,1623,3896,7737,17827,3882,411,63
SA,McLaren Vale,6576,1881,4049,5762,7843,13327,5805,1360,142
SA,Morphett Vale - East,4199,1298,2541,3606,4965,8582,3592,260,42
SA,Morphett Vale - West,4164,1386,2626,3591,4887,8332,3594,262,43
SA,Reynella,4758,1557,2915,4074,5668,9570,4068,496,72
SA,Seaford (SA),4253,1254,2544,3669,5069,8726,3660,298,47
SA,Willunga,6764,2015,4456,6012,8067,13245,6035,1455,147
SA,Woodcroft,4373,1593,2807,3835,5125,8498,3822,374,59
SA,Beverley,4187,981,2376,3646,5139,8784,3646,288,45
SA,Flinders Park,4317,1123,2468,3687,5207,9095,3674,305,48
SA,Henley Beach,4580,1105,2550,3856,5626,9761,3825,378,60
SA,Hindmarsh - Brompton,3863,1039,2263,3299,4647,8063,3287,120,17
SA,Royal Park - Hendon - Albert Park,4111,1089,2373,3497,4935,8653,3495,204,35
SA,Seaton - Grange,4046,1100,2280,3397,4863,8591,3390,163,25
SA,West Lakes,4667,1151,2526,3794,5573,10289,3776,353,54
SA,Woodville - Cheltenham,4165,999,2281,3448,4969,9128,3445,186,31
SA,Dry Creek - South,,,,,,,,#N/A,#N/A
SA,Largs Bay - Semaphore,4044,1089,2246,3338,4808,8737,3329,136,21
SA,North Haven,4179,1254,2502,3577,4966,8597,3574,253,41
SA,Port Adelaide,3725,979,2114,3118,4433,7980,3121,68,9
SA,The Parks,3919,1001,2245,3339,4673,8332,3325,134,20
SA,Torrens Island,2882,,,,,,977,1,1
SA,Adelaide Airport,,,,,,,,#N/A,#N/A
SA,Fulham,4186,1159,2486,3587,5126,8552,3525,225,36
SA,Lockleys,4131,967,2210,3389,4939,9145,3369,155,23
SA,Plympton,3925,1004,2205,3305,4708,8403,3310,128,19
SA,Richmond (SA),4179,1068,2377,3545,5016,8886,3548,239,39
SA,West Beach,4114,928,2242,3415,5048,8937,3402,169,27
SA,Barossa - Angaston,6014,1581,3709,5288,7185,12279,5264,1125,125
SA,Light,5976,1723,3794,5366,7280,11716,5400,1191,134
SA,Lyndoch,6817,1981,4418,6144,8296,13214,6086,1477,149
SA,Mallala,5902,900,3310,5292,7443,12544,5274,1131,126
SA,Nuriootpa,5947,1868,3892,5313,7060,11602,5294,1145,129
SA,Tanunda,6080,2027,3948,5375,7247,11791,5362,1168,132
SA,Clare,6015,1749,3887,5360,7192,11868,5330,1162,131
SA,Gilbert Valley,5790,1133,3411,5091,7169,12134,5057,1024,120
SA,Goyder,5470,813,3041,4778,6755,11948,4783,891,106
SA,Wakefield - Barunga West,5570,701,2949,4925,7085,12182,4943,969,115
SA,Jamestown,5659,1060,3428,5073,7005,11712,5049,1020,119
SA,Peterborough - Mount Remarkable,4955,683,2782,4503,6390,10393,4496,734,95
SA,Port Pirie,4215,1095,2407,3566,5123,8882,3552,243,40
SA,Port Pirie Region,5933,1440,3799,5352,7205,11850,5415,1199,136
SA,Kadina,5754,1647,3757,5236,6989,11126,5217,1102,124
SA,Moonta,3801,550,1825,3072,4756,8794,3074,57,8
SA,Wallaroo,3629,563,1799,3070,4603,8105,3034,50,7
SA,Yorke Peninsula - North,3900,414,1559,2978,4958,9583,2965,33,4
SA,Yorke Peninsula - South,3185,377,1234,2360,4046,7903,2329,6,2
SA,Ceduna,5960,1684,3812,5425,7289,11567,5415,1199,136
SA,Eyre Peninsula,4694,668,2474,4099,6008,10210,4106,518,74
SA,Kimba - Cleve - Franklin Harbour,4836,568,2557,4363,6212,10467,4313,634,88
SA,Le Hunte - Elliston,4768,472,2209,4141,6264,10732,4091,505,73
SA,Port Lincoln,5199,1590,3359,4675,6231,10136,4652,828,101
SA,West Coast (SA),4758,548,2309,4123,6111,10682,4149,541,79
SA,Western,,,,,,,,#N/A,#N/A
SA,Whyalla,5135,1503,3113,4506,6264,10284,4481,725,94
SA,Whyalla - North,,,,,,,,#N/A,#N/A
SA,APY Lands,,,,,,,,#N/A,#N/A
SA,Coober Pedy,,,,,,,,#N/A,#N/A
SA,Flinders Ranges,5011,657,2608,4494,6483,10661,4571,790,98
SA,Outback,5495,1032,3171,4911,7202,11110,4808,899,107
SA,Port Augusta,6067,1649,3721,5308,7486,12173,5277,1134,127
SA,Roxby Downs,,,,,,,,#N/A,#N/A
SA,Goolwa - Port Elliot,3420,606,1723,2804,4224,7742,2826,22,3
SA,Kangaroo Island,4008,570,2133,3509,5151,8676,3485,199,34
SA,Strathalbyn,5604,1722,3731,5051,6776,10729,5002,997,118
SA,Strathalbyn Region,5589,658,2917,4963,7161,12242,4960,975,116
SA,Victor Harbor,3961,870,2214,3416,4959,8342,3393,164,26
SA,Yankalilla,4215,617,1928,3308,5110,10104,3286,119,16
SA,Grant,5893,770,2839,4997,7276,13567,4980,984,117
SA,Kingston - Robe,3898,502,1641,3004,4924,9409,3023,45,6
SA,Millicent,5711,1732,3806,5281,6927,10796,5283,1137,128
SA,Mount Gambier,4747,1330,2802,4080,5715,9808,4062,492,71
SA,Naracoorte,6417,2046,4263,5866,7785,12115,5865,1385,145
SA,Naracoorte Region,7206,1423,4304,6359,8809,15090,6373,1567,154
SA,Penola,5925,1318,3540,5248,7397,12102,5192,1088,123
SA,Tatiara,6400,1616,4163,5823,7779,12611,5848,1375,143
SA,Wattle Range,5149,706,2514,4516,6686,11308,4520,757,97
SA,Barmera,6027,1413,3702,5413,7546,12049,5410,1198,135
SA,Berri,5594,1763,3542,4895,6697,11060,4861,928,111
SA,Karoonda - Lameroo,5464,727,3151,4878,6836,11599,4838,917,110
SA,Loxton,6064,1864,3999,5454,7310,11682,5427,1204,138
SA,Loxton Region,5628,777,3125,5144,7294,11802,5143,1071,122
SA,Mannum,3738,364,1557,3021,4800,8921,3007,42,5
SA,Murray Bridge,5213,1639,3355,4660,6255,10149,4641,821,100
SA,Murray Bridge Region,4918,520,2436,4329,6375,10887,4341,649,90
SA,Renmark,5512,1761,3565,4949,6736,10539,4914,955,113
SA,Renmark Region,6648,1687,4144,6056,8126,13206,6066,1468,148
SA,The Coorong,5599,807,3118,4936,6998,12125,4925,962,114
SA,Waikerie,4300,466,1993,3666,5593,9770,3659,297,46
WA,Dawesville - Bouvard,4427,696,2123,3657,5567,10091,3608,263,33
WA,Falcon - Wannanup,4111,759,2121,3397,5051,9219,3373,156,20
WA,Greenfields,5076,1570,3083,4352,6052,10320,4332,643,106
WA,Halls Head - Erskine,4928,1303,2925,4339,6040,10028,4320,636,104
WA,Mandurah,3803,868,2112,3145,4515,8372,3121,68,9
WA,Mandurah - East,5452,873,2789,4504,6775,12321,4485,727,120
WA,Mandurah - North,5011,1209,3005,4427,6211,10198,4381,676,112
WA,Mandurah - South,4642,1285,2662,3921,5550,9787,3895,416,61
WA,Pinjarra,5290,1007,2893,4509,6424,11617,4495,733,121
WA,City Beach,7785,1740,4221,6502,9509,16935,6514,1624,217
WA,Claremont (WA),5909,1213,2814,4286,6458,14763,4266,607,97
WA,Cottesloe,5728,1132,2709,4346,6793,13659,4292,625,100
WA,Floreat,6856,1842,3857,5725,8404,14452,5724,1327,196
WA,Mosman Park - Peppermint Grove,6244,983,2301,4062,6924,16941,3994,466,72
WA,Nedlands - Dalkeith - Crawley,7180,1379,3295,5408,8503,17311,5366,1172,183
WA,Swanbourne - Mount Claremont,6377,1561,3263,5005,7576,14483,5007,1001,161
WA,Kings Park (WA),5495,1668,2470,3187,4524,15625,3210,95,14
WA,Mount Hawthorn - Leederville,4735,1327,2677,3845,5454,10367,3847,390,54
WA,Mount Lawley - Inglewood,4898,1215,2561,3786,5528,11392,3767,347,46
WA,North Perth,4555,1289,2692,3891,5484,9414,3881,409,59
WA,Perth City,4674,1132,2522,3665,5062,10989,3646,288,39
WA,Subiaco - Shenton Park,5141,1234,2668,3986,5838,11978,3955,450,68
WA,Wembley - West Leederville - Glendalough,4368,1022,2148,3217,4893,10559,3219,96,15
WA,Bassendean - Eden Hill - Ashfield,4354,1149,2542,3735,5365,8976,3722,321,44
WA,Bayswater - Embleton - Bedford,4263,1165,2492,3653,5165,8837,3636,279,37
WA,Maylands,3848,942,2069,3100,4306,8820,3086,61,8
WA,Morley,4641,1484,2906,4073,5560,9179,4070,498,76
WA,Noranda,5526,1811,3476,4902,6689,10745,4871,937,154
WA,Chidlow,6431,1815,3746,5471,7633,13461,5463,1220,185
WA,Glen Forrest - Darlington,6728,2104,4198,5793,7950,13567,5772,1350,198
WA,Helena Valley - Koongamia,5926,1732,3477,5096,7138,12173,5075,1034,168
WA,Malmalling - Reservoir,7979,,,,,,7410,1820,227
WA,Mundaring,6682,1973,4032,5806,7967,13633,5790,1357,200
WA,Swan View - Greenmount - Midvale,5381,1635,3237,4697,6466,10863,4701,855,142
WA,Avon Valley National Park,,,,,,,,#N/A,#N/A
WA,Ballajura,5943,2145,3844,5306,7116,11305,5285,1139,179
WA,Beechboro,5270,1666,3348,4661,6216,10460,4662,836,138
WA,Bullsbrook,7397,1847,4274,6217,8730,15896,6190,1514,210
WA,Ellenbrook,5309,1101,3182,4652,6444,11162,4657,831,135
WA,Gidgegannup,7818,1659,4635,6762,9402,16596,6796,1701,221
WA,Hazelmere - South Guildford,5813,1683,3592,5081,6918,11766,5100,1045,171
WA,Lockridge - Kiara,4574,1146,2622,3810,5420,9862,3768,348,47
WA,Malaga,11075,194,1663,5542,11278,35361,5727,1330,197
WA,Melaleuca - Lexia,,,,,,,,#N/A,#N/A
WA,Middle Swan - Herne Hill,6053,1667,3457,4952,6970,13199,5004,998,160
WA,Midland - Guildford,4364,1040,2389,3513,5065,9804,3500,208,28
WA,Stratton - Jane Brook,5708,2088,3796,5159,6809,10679,5155,1074,173
WA,The Vines,8743,2287,5232,7555,10506,18110,7532,1841,228
WA,Walyunga National Park,,,,,,,,#N/A,#N/A
WA,Craigie - Beldon,5186,1923,3397,4641,6208,9755,4642,822,134
WA,Currambine - Kinross,5695,2191,3837,5286,6898,10259,5292,1144,182
WA,Duncraig,6328,2148,4045,5658,7501,12280,5668,1304,194
WA,Greenwood - Warwick,5802,2194,3825,5261,7016,10709,5224,1108,177
WA,Heathridge - Connolly,5601,2067,3655,5014,6714,10547,5034,1017,165
WA,Hillarys,6669,2097,4031,5809,8040,13359,5781,1352,199
WA,Iluka - Burns Beach,7552,1935,5162,7231,9378,14039,7212,1791,225
WA,Joondalup - Edgewater,5276,1845,3334,4573,6181,10441,4568,786,125
WA,Kingsley,5703,1950,3719,5183,6905,10751,5204,1096,175
WA,Mullaloo - Kallaroo,6617,2176,4132,5907,8060,12802,5870,1386,201
WA,Ocean Reef,6990,2471,4683,6435,8431,12921,6399,1578,212
WA,Padbury,4983,1965,3292,4465,5958,9225,4444,705,116
WA,Sorrento - Marmion,6341,1890,3819,5661,7762,12574,5662,1303,193
WA,Woodvale,6312,2263,4303,5906,7719,11368,5889,1396,202
WA,Balcatta - Hamersley,4724,1378,2776,3979,5607,9877,3963,454,69
WA,Balga - Mirrabooka,3669,1032,2221,3180,4399,7511,3172,83,11
WA,Dianella,5157,1396,2888,4223,6137,11139,4205,571,87
WA,Herdsman,,,,,,,,#N/A,#N/A
WA,Innaloo - Doubleview,4139,1137,2442,3506,4918,8689,3500,208,28
WA,Karrinyup - Gwelup - Carine,6340,1927,3944,5635,7610,12579,5630,1295,191
WA,Nollamara - Westminster,3473,1023,2164,3048,4165,6965,3030,49,6
WA,Osborne Park Industrial,11126,,,,,,4208,576,89
WA,Scarborough,4048,1170,2428,3403,4645,8596,3396,167,23
WA,Stirling - Osborne Park,5329,1356,2783,4152,6165,12188,4115,523,80
WA,Trigg - North Beach - Watermans Bay,5490,1368,2930,4364,6460,12327,4352,654,107
WA,Tuart Hill - Joondanna,3832,1091,2254,3177,4339,8295,3169,80,10
WA,Wembley Downs - Churchlands - Woodlands,5693,1376,3134,4666,6823,12457,4634,817,133
WA,Yokine - Coolbinia - Menora,4645,1147,2430,3523,5202,10918,3508,213,30
WA,Alexander Heights - Koondoola,5153,1832,3324,4618,6146,9838,4628,812,132
WA,Butler - Merriwa - Ridgewood,4802,1326,3031,4285,5912,9453,4267,608,98
WA,Carramar,5385,1396,3382,4829,6542,10768,4820,905,152
WA,Clarkson,4733,1803,3166,4272,5679,8743,4259,604,96
WA,Girrawheen,4226,1404,2643,3664,5038,8374,3629,274,36
WA,Madeley - Darch - Landsdale,6077,1426,3714,5497,7518,12226,5502,1238,186
WA,Marangaroo,5251,1806,3301,4549,6074,10518,4558,775,123
WA,Mindarie - Quinns Rocks - Jindalee,6252,2101,4020,5634,7555,11947,5630,1295,191
WA,Neerabup National Park,,,,,,,,#N/A,#N/A
WA,Tapping - Ashby - Sinagra,5986,1837,3718,5287,7098,11982,5246,1121,178
WA,Wanneroo,5580,1705,3356,4767,6583,11483,4741,871,144
WA,Yanchep,4910,508,2532,4154,6128,11217,4169,554,85
WA,Armadale - Wungong - Brookdale,4565,1142,2588,3855,5510,9726,3837,386,52
WA,Ashendon - Lesley,,,,,,,,#N/A,#N/A
WA,Camillo - Champion Lakes,5524,1699,3437,4855,6563,11048,4848,922,153
WA,Forrestdale - Harrisdale - Piara Waters,5101,460,2557,4362,6423,11695,4367,665,110
WA,Kelmscott,4988,1445,2981,4312,6017,10178,4302,628,103
WA,Mount Nasura - Mount Richon - Bedfordale,6937,1978,4181,5973,8306,14248,5955,1420,205
WA,Roleystone,7487,2495,4792,6753,8979,14403,6754,1695,220
WA,Seville Grove,5214,1896,3457,4696,6266,9749,4680,846,140
WA,Belmont - Ascot - Redcliffe,,,,,,,,#N/A,#N/A
WA,East Victoria Park - Carlisle,4282,1138,2536,3652,5100,8985,3643,285,38
WA,Kewdale Commercial,,,,,,,,#N/A,#N/A
WA,Perth Airport,,,,,,,,#N/A,#N/A
WA,Rivervale - Kewdale - Cloverdale,4186,1184,2484,3575,4989,8698,3561,248,31
WA,Victoria Park - Lathlain - Burswood,4668,1362,2777,3853,5261,10085,3849,393,57
WA,Bentley - Wilson - St James,4026,1037,2349,3420,4811,8510,3395,166,22
WA,Canning Vale - West,6394,2227,4044,5585,7518,12582,5583,1273,188
WA,Canning Vale Commercial,,,,,,,,#N/A,#N/A
WA,Cannington - Queens Park,4304,1191,2629,3690,5061,8948,3669,303,40
WA,Parkwood - Ferndale - Lynwood,4423,1506,2823,3935,5364,8485,3926,435,64
WA,Riverton - Shelley - Rossmoyne,5178,1397,2909,4221,6125,11232,4209,578,90
WA,Welshpool,10078,250,2225,5510,11644,29732,5287,1141,180
WA,Willetton,5338,1911,3459,4776,6390,10150,4767,878,147
WA,Beckenham - Kenwick - Langford,4795,1612,2978,4159,5753,9471,4163,552,84
WA,Canning Vale - East,6376,2183,4015,5599,7630,12450,5589,1276,189
WA,Gosnells,4466,1338,2654,3841,5380,9113,3829,382,50
WA,Huntingdale - Southern River,5626,1617,3553,5038,6825,11098,5021,1009,164
WA,Maddington - Orange Grove - Martin,5311,1475,3042,4369,6143,11527,4370,669,111
WA,Thornlie,5143,1866,3330,4604,6206,9708,4609,804,128
WA,Forrestfield - Wattle Grove,5407,1106,3071,4666,6602,11583,4672,843,139
WA,High Wycombe,5351,1734,3387,4727,6417,10484,4728,869,143
WA,Kalamunda - Maida Vale - Gooseberry Hill,6273,1847,3745,5432,7591,12746,5378,1178,184
WA,Lesmurdie - Bickley - Carmel,7693,2459,4773,6709,8949,15570,6690,1680,219
WA,Byford,5592,1092,3201,4798,6740,12122,4775,886,148
WA,Mundijong,8944,2446,5466,7800,10681,18298,7778,1877,230
WA,Serpentine - Jarrahdale,7618,1737,4413,6471,9022,16419,6402,1580,213
WA,Como,4209,1120,2385,3461,4881,9196,3441,181,25
WA,Manning - Waterford,5931,1478,3054,4486,6534,14093,4446,706,117
WA,South Perth - Kensington,5338,1249,2697,4021,5882,12835,4006,472,73
WA,Banjup,5966,1740,3652,5201,7159,12073,5183,1085,174
WA,Beeliar,5297,1482,3399,4894,6587,10109,4915,957,156
WA,Bibra Industrial,6599,,,,,,6843,1710,222
WA,Bibra Lake,,,,,,,,#N/A,#N/A
WA,Coogee,5699,1531,3444,5053,6940,11525,5059,1025,166
WA,Coolbellup,4202,1236,2374,3490,4956,8956,3458,189,26
WA,Hamilton Hill,3925,1171,2367,3380,4705,7999,3377,157,21
WA,Henderson,,,,,,,,#N/A,#N/A
WA,Jandakot,7456,2164,4421,6277,8728,15693,6325,1551,211
